sample_id,framework_reference_id,candidate_id,event_id,domain,title,block_id,block_order,step_text,expected_asset_code,preferred_file_name,image_review_status,required_context,visual_brief,safety_notes,accept_if,reject_if
"EXP12-02-05","FR-EXP12-02-HOME002-OP005","FP-CAND-016","HOME-002","إدارة المنزل","ترتيب الطاولة الوسطية في غرفة المعيشة","FR-EXP12-02-HOME002-OP005-b1","1","جمع الأكواب الفارغة من الطاولة","VRS-EXP12-02-HOME-LIVING-TABLE-S01","EXP12-02-HOME-LIVING-TABLE-S01.png","IMAGE_REPLACE_LATER","أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام.","صورة خطوة واحدة تعبّر عن: جمع الأكواب الفارغة من الطاولة. السياق: أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام..","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-05","FR-EXP12-02-HOME002-OP005","FP-CAND-016","HOME-002","إدارة المنزل","ترتيب الطاولة الوسطية في غرفة المعيشة","FR-EXP12-02-HOME002-OP005-b2","2","إعادة أجهزة التحكم أو المجلات إلى مكانها","VRS-EXP12-02-HOME-LIVING-TABLE-S02","EXP12-02-HOME-LIVING-TABLE-S02.png","IMAGE_REPLACE_LATER","أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام.","صورة خطوة واحدة تعبّر عن: إعادة أجهزة التحكم أو المجلات إلى مكانها. السياق: أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام..","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-05","FR-EXP12-02-HOME002-OP005","FP-CAND-016","HOME-002","إدارة المنزل","ترتيب الطاولة الوسطية في غرفة المعيشة","FR-EXP12-02-HOME002-OP005-b3","3","ترك الأشياء المتفق عليها على الطاولة بشكل مرتب","VRS-EXP12-02-HOME-LIVING-TABLE-S03","EXP12-02-HOME-LIVING-TABLE-S03.png","IMAGE_REPLACE_LATER","أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام.","صورة خطوة واحدة تعبّر عن: ترك الأشياء المتفق عليها على الطاولة بشكل مرتب. السياق: أثناء ترتيب غرفة المعيشة مع الأسرة، تُخصص الطاولة الوسطية كجزء صغير يعاد إلى حالة واضحة للاستخدام..","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-06","FR-EXP12-02-HOME006-OP006","FP-CAND-017","HOME-006","إدارة المنزل","تنظيم أحذية الأسرة في المدخل","FR-EXP12-02-HOME006-OP006-b1","1","جمع الأحذية المبعثرة","VRS-EXP12-02-HOME-ENTRY-SHOES-S01","EXP12-02-HOME-ENTRY-SHOES-S01.png","IMAGE_REPLACE_LATER","ترتيب الأحذية في المدخل","صورة خطوة واحدة تعبّر عن: جمع الأحذية المبعثرة. السياق: ترتيب الأحذية في المدخل.","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-06","FR-EXP12-02-HOME006-OP006","FP-CAND-017","HOME-006","إدارة المنزل","تنظيم أحذية الأسرة في المدخل","FR-EXP12-02-HOME006-OP006-b2","2","مطابقة أزواج الأحذية","VRS-EXP12-02-HOME-ENTRY-SHOES-S02","EXP12-02-HOME-ENTRY-SHOES-S02.png","IMAGE_REPLACE_LATER","ترتيب الأحذية في المدخل","صورة خطوة واحدة تعبّر عن: مطابقة أزواج الأحذية. السياق: ترتيب الأحذية في المدخل.","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-06","FR-EXP12-02-HOME006-OP006","FP-CAND-017","HOME-006","إدارة المنزل","تنظيم أحذية الأسرة في المدخل","FR-EXP12-02-HOME006-OP006-b3","3","ترتيب الأحذية على الرفوف المخصصة","VRS-EXP12-02-HOME-ENTRY-SHOES-S03","EXP12-02-HOME-ENTRY-SHOES-S03.png","IMAGE_REPLACE_LATER","ترتيب الأحذية في المدخل","صورة خطوة واحدة تعبّر عن: ترتيب الأحذية على الرفوف المخصصة. السياق: ترتيب الأحذية في المدخل.","مشهد عائلي طبيعي بلا نص مقروء أو شعارات أو تركيز على أداء/تدريب.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-07","FR-EXP12-02-COMM007-OP007","FP-CAND-023","COMM-007","الأنشطة والمشاركة المجتمعية","اختيار وجبة وإبلاغ النادل بالطلب","FR-EXP12-02-COMM007-OP007-b1","1","اختيار وجبة من خيارات واضحة مع الأسرة","VRS-EXP12-02-COMM-RESTAURANT-ORDER-S01","EXP12-02-COMM-RESTAURANT-ORDER-S01.png","IMAGE_REPLACE_LATER","أثناء تناول الطعام في المطعم مع الأسرة","صورة خطوة واحدة تعبّر عن: اختيار وجبة من خيارات واضحة مع الأسرة. السياق: أثناء تناول الطعام في المطعم مع الأسرة.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-07","FR-EXP12-02-COMM007-OP007","FP-CAND-023","COMM-007","الأنشطة والمشاركة المجتمعية","اختيار وجبة وإبلاغ النادل بالطلب","FR-EXP12-02-COMM007-OP007-b2","2","إبلاغ النادل بالطلب بالكلام أو الإشارة أو البطاقة","VRS-EXP12-02-COMM-RESTAURANT-ORDER-S02","EXP12-02-COMM-RESTAURANT-ORDER-S02.png","IMAGE_REPLACE_LATER","أثناء تناول الطعام في المطعم مع الأسرة","صورة خطوة واحدة تعبّر عن: إبلاغ النادل بالطلب بالكلام أو الإشارة أو البطاقة. السياق: أثناء تناول الطعام في المطعم مع الأسرة.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-08","FR-EXP12-02-COMM025-OP008","FP-WAVE-A-012","COMM-025","الأنشطة والمشاركة المجتمعية","تعبئة بيانات العنوان على الطرد","FR-EXP12-02-COMM025-OP008-b1","1","قراءة بيانات العنوان من الورقة أو الهاتف مع الأسرة","VRS-EXP12-02-COMM-PARCEL-ADDRESS-S01","EXP12-02-COMM-PARCEL-ADDRESS-S01.png","IMAGE_REPLACE_LATER","أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد.","صورة خطوة واحدة تعبّر عن: قراءة بيانات العنوان من الورقة أو الهاتف مع الأسرة. السياق: أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد..","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-08","FR-EXP12-02-COMM025-OP008","FP-WAVE-A-012","COMM-025","الأنشطة والمشاركة المجتمعية","تعبئة بيانات العنوان على الطرد","FR-EXP12-02-COMM025-OP008-b2","2","وضع بيانات العنوان على الطرد","VRS-EXP12-02-COMM-PARCEL-ADDRESS-S02","EXP12-02-COMM-PARCEL-ADDRESS-S02.png","IMAGE_REPLACE_LATER","أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد.","صورة خطوة واحدة تعبّر عن: وضع بيانات العنوان على الطرد. السياق: أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد..","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-08","FR-EXP12-02-COMM025-OP008","FP-WAVE-A-012","COMM-025","الأنشطة والمشاركة المجتمعية","تعبئة بيانات العنوان على الطرد","FR-EXP12-02-COMM025-OP008-b3","3","مراجعة وضوح الاسم والوجهة قبل الخروج","VRS-EXP12-02-COMM-PARCEL-ADDRESS-S03","EXP12-02-COMM-PARCEL-ADDRESS-S03.png","IMAGE_REPLACE_LATER","أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد.","صورة خطوة واحدة تعبّر عن: مراجعة وضوح الاسم والوجهة قبل الخروج. السياق: أثناء تجهيز الطرد في المنزل قبل الذهاب إلى البريد، تراجع الأسرة بيانات العنوان وتضعها على الطرد..","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-09","FR-EXP12-02-HEALTH001-OP009","FP-WAVE-A-002","HEALTH-001","الصحة والمواعيد","تسجيل موعد الزيارة في تقويم الأسرة","FR-EXP12-02-HEALTH001-OP009-b1","1","فتح التقويم مع الأسرة","VRS-EXP12-02-HEALTH-CALENDAR-S01","EXP12-02-HEALTH-CALENDAR-S01.png","IMAGE_REPLACE_LATER","أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت","صورة خطوة واحدة تعبّر عن: فتح التقويم مع الأسرة. السياق: أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-09","FR-EXP12-02-HEALTH001-OP009","FP-WAVE-A-002","HEALTH-001","الصحة والمواعيد","تسجيل موعد الزيارة في تقويم الأسرة","FR-EXP12-02-HEALTH001-OP009-b2","2","إدخال التاريخ والوقت المتفق عليهما","VRS-EXP12-02-HEALTH-CALENDAR-S02","EXP12-02-HEALTH-CALENDAR-S02.png","IMAGE_REPLACE_LATER","أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت","صورة خطوة واحدة تعبّر عن: إدخال التاريخ والوقت المتفق عليهما. السياق: أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-09","FR-EXP12-02-HEALTH001-OP009","FP-WAVE-A-002","HEALTH-001","الصحة والمواعيد","تسجيل موعد الزيارة في تقويم الأسرة","FR-EXP12-02-HEALTH001-OP009-b3","3","حفظ الموعد في التقويم","VRS-EXP12-02-HEALTH-CALENDAR-S03","EXP12-02-HEALTH-CALENDAR-S03.png","IMAGE_REPLACE_LATER","أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت","صورة خطوة واحدة تعبّر عن: حفظ الموعد في التقويم. السياق: أثناء حجز موعد طبي مع الأسرة وبعد تحديد التاريخ والوقت.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-10","FR-EXP12-02-HEALTH007-OP010","FP-WAVE-A-004","HEALTH-007","الصحة والمواعيد","استلام رقم الانتظار من موظف الاستقبال","FR-EXP12-02-HEALTH007-OP010-b1","1","التوجه مع الأسرة إلى موظف الاستقبال","VRS-EXP12-02-HEALTH-QUEUE-S01","EXP12-02-HEALTH-QUEUE-S01.png","IMAGE_REPLACE_LATER","أثناء التسجيل في استقبال العيادة مع الأسرة بعد تأكيد الموعد","صورة خطوة واحدة تعبّر عن: التوجه مع الأسرة إلى موظف الاستقبال. السياق: أثناء التسجيل في استقبال العيادة مع الأسرة بعد تأكيد الموعد.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
"EXP12-02-10","FR-EXP12-02-HEALTH007-OP010","FP-WAVE-A-004","HEALTH-007","الصحة والمواعيد","استلام رقم الانتظار من موظف الاستقبال","FR-EXP12-02-HEALTH007-OP010-b2","2","استلام الرقم أو البطاقة","VRS-EXP12-02-HEALTH-QUEUE-S02","EXP12-02-HEALTH-QUEUE-S02.png","IMAGE_REPLACE_LATER","أثناء التسجيل في استقبال العيادة مع الأسرة بعد تأكيد الموعد","صورة خطوة واحدة تعبّر عن: استلام الرقم أو البطاقة. السياق: أثناء التسجيل في استقبال العيادة مع الأسرة بعد تأكيد الموعد.","إظهار الأسرة/بالغ مرافق عند وجود موظف أو سياق صحي أو تسليم/إرجاع؛ عدم إظهار بيانات شخصية أو نصوص مقروءة أو دفع أو قرار طبي/تجاري مستقل.","يعبر عن الفعل العام ولا يحتوي مضمونًا غير متسق أخلاقيًا أو مهنيًا.","يعرض خطرًا، بيانات شخصية، علاج/تشخيص، دفعًا ماليًا، عزلة طفل مع موظف/مندوب، أو معنى يخالف خطوة المشاركة."
